681	0	0
681	156	2
681	267	2
681	24	3
681	255	2
681	102	2
681	47	5
681	130	5
681	131	3
681	78	2
681	61	5
681	62	2
681	166	2
681	45	2
681	32	2
681	122	5
681	661	4
681	33	4
681	69	2
681	902	2
681	124	3
681	31	3
681	41	2
681	74	2
681	21	2
681	144	4
681	914	2
681	60	4
681	564	2
681	22	5
681	13	5
681	55	2
681	145	0
681	1051	5
681	330	5
81	1	1
81	41	7
81	90	1
81	119	5
81	143	2
81	168	5
81	547	2
81	587	1
81	655	5
81	664	5
81	763	1
81	572	2
81	15	4
81	32	6
81	1038	3
81	58	2
81	93	5
81	8	1
81	370	4
81	653	2
81	152	2
81	39	2
81	226	4
81	661	1
81	1262	1
81	51	1
81	540	2
81	205	5
81	1314	5
81	21	5
81	33	5
81	140	1
81	483	4
81	103	7
81	396	7
81	156	4
81	69	0
81	1232	5
81	288	7
81	806	2
81	80	2
81	488	3
81	454	6
81	187	1
81	28	4
81	685	1
81	149	5
81	131	2
81	1116	5
81	397	4
81	34	3
81	71	3
81	100	7
81	358	0
81	79	3
81	85	1
81	115	5
81	40	1
81	36	5
81	0	0
81	184	2
81	67	3
81	247	2
81	48	3
81	31	5
81	42	3
81	10	4
81	52	5
81	56	6
81	330	3
81	57	0
81	55	3
81	130	2
81	62	2
81	207	4
81	45	5
81	701	0
81	86	4
81	64	6
81	96	1
81	654	7
172	2	2
172	27	5
172	63	2
172	214	2
172	313	5
172	338	3
172	370	5
172	483	5
172	592	5
172	913	0
172	267	3
172	454	2
172	159	2
172	398	5
172	635	4
172	17	3
172	949	2
172	1114	2
172	50	5
172	1085	7
172	237	3
172	730	2
172	1197	5
172	30	5
172	675	3
172	902	2
172	693	7
172	286	0
172	1378	5
172	361	5
172	325	2
172	277	3
172	73	3
172	612	5
172	426	0
172	289	1
172	293	2
172	232	5
172	69	3
172	45	3
172	727	5
172	93	3
172	485	3
172	979	5
172	780	4
172	255	3
172	354	2
172	300	3
172	395	4
172	482	5
172	627	5
172	655	5
172	292	2
172	600	2
172	52	2
172	1596	2
172	735	4
172	56	4
172	1190	3
172	47	3
172	5	3
172	103	0
172	131	5
83	3	2
83	202	3
83	381	3
83	521	7
83	660	5
83	719	5
83	793	3
83	894	5
83	901	3
83	942	5
83	68	2
83	1012	5
83	296	3
83	477	4
83	1118	5
83	33	3
83	72	6
83	64	5
83	125	7
83	102	0
83	1219	2
83	86	2
83	1249	7
83	795	6
83	24	2
83	1308	3
83	444	2
83	300	5
83	31	3
83	953	2
83	955	3
83	282	2
83	8	5
83	141	0
83	65	0
83	85	4
83	16	5
83	41	4
83	0	0
83	832	3
83	62	5
83	720	3
83	76	3
83	1601	7
83	1050	5
83	52	3
83	962	3
83	152	6
83	947	7
83	88	5
83	677	7
83	51	5
83	23	7
83	122	4
83	32	0
83	819	5
83	42	5
83	1177	3
83	905	5
83	93	3
83	74	0
83	26	0
83	145	0
83	100	5
83	20	0
83	1143	3
83	10	5
83	1893	5
83	6	3
83	1683	3
83	46	0
83	39	2
83	79	3
151	4	2
151	312	4
151	435	2
151	487	2
151	594	3
151	678	3
151	703	5
151	741	5
151	750	2
151	853	2
151	905	3
151	924	3
151	968	3
151	102	0
151	1000	3
151	1010	3
151	1013	2
151	1025	2
151	21	3
151	68	3
151	45	6
151	13	3
151	31	0
151	78	3
151	653	5
151	57	4
151	85	3
151	1214	2
151	202	3
151	894	5
151	1245	2
151	39	3
151	0	4
151	720	3
151	1050	3
151	388	7
151	60	3
151	901	0
151	8	5
151	1386	2
151	291	3
151	1298	2
151	1441	2
151	1452	4
151	1467	3
151	1482	2
151	33	3
151	704	2
151	233	3
151	93	3
151	350	3
151	1536	2
151	300	2
151	151	3
151	6	2
151	1308	1
151	144	6
151	1613	2
151	1640	2
151	26	2
151	1688	2
151	465	5
151	1707	5
151	80	5
151	65	3
151	1723	3
151	1248	3
151	1740	2
151	942	3
151	79	3
151	76	5
151	1661	2
151	1847	2
151	1866	5
151	793	3
151	1294	3
151	47	7
151	122	3
151	1935	2
27	5	3
27	217	2
27	242	3
27	320	3
27	451	2
27	464	2
27	661	4
27	698	3
27	833	5
27	979	5
27	124	3
27	267	3
27	130	3
27	1051	5
27	454	2
27	1199	3
27	941	3
27	170	3
27	785	3
27	81	2
27	131	3
27	255	3
27	902	2
27	622	3
27	529	5
27	189	2
27	564	2
27	258	2
27	112	3
27	712	7
27	286	5
27	24	3
27	90	2
27	819	3
27	226	3
27	38	3
27	41	3
27	166	5
27	330	5
27	1739	5
27	899	5
27	47	2
27	914	3
27	120	2
27	1553	3
27	1783	3
27	375	5
27	462	1
27	1858	3
27	947	1
27	337	5
197	6	4
197	210	4
197	74	0
197	31	5
197	55	3
197	1038	5
197	85	3
197	32	2
197	125	3
197	86	4
197	13	3
197	51	3
197	8	2
197	69	2
197	45	5
197	11	5
197	60	0
197	145	5
197	62	3
197	52	2
197	26	5
197	78	5
197	1797	4
197	80	3
197	47	3
197	1214	2
316	7	5
316	396	5
316	922	3
316	34	5
316	125	2
316	32	3
316	60	6
316	704	0
316	65	2
316	45	3
316	205	0
316	386	1
316	52	5
316	47	2
316	69	5
316	55	0
316	81	0
316	840	7
316	245	3
316	1520	5
316	10	6
316	62	3
316	0	2
385	8	0
385	76	5
385	41	3
385	86	2
385	125	2
385	26	2
385	57	4
385	132	4
385	62	2
385	33	5
385	85	2
385	51	5
385	24	4
385	47	2
385	72	4
385	31	4
385	61	4
385	46	4
385	52	3
385	1846	5
385	1852	5
385	68	4
231	9	5
231	88	5
231	155	5
231	672	5
231	226	3
231	102	3
231	31	5
231	706	2
231	1031	5
231	78	5
231	74	2
231	76	2
231	735	0
231	61	2
231	242	2
231	1151	1
231	122	2
231	617	5
231	13	2
231	80	3
231	32	3
231	55	5
231	26	3
231	21	3
231	570	5
231	58	2
231	85	5
231	46	5
231	72	2
231	125	5
231	20	5
231	132	2
231	199	5
231	224	5
231	24	2
231	57	5
231	52	3
231	34	2
231	42	2
231	63	2
231	145	2
231	64	2
231	62	2
231	131	1
231	8	5
231	120	3
231	33	2
231	68	4
231	51	2
231	65	5
231	37	2
231	47	5
231	39	4
231	67	3
231	69	2
231	6	5
231	5	3
231	11	2
646	10	0
646	78	3
646	20	4
646	42	2
646	72	2
646	33	2
646	11	2
646	69	5
646	120	0
646	122	0
646	31	5
646	39	5
646	0	4
646	132	2
646	55	5
646	22	4
646	144	3
646	21	2
646	64	6
646	34	2
646	37	2
646	125	4
646	102	3
646	61	5
646	45	4
646	23	5
646	13	2
646	47	2
646	51	5
646	145	5
646	26	3
646	58	4
646	88	2
646	6	0
278	11	3
278	45	5
278	76	5
278	122	2
278	47	1
278	85	4
278	33	3
278	31	0
278	144	4
278	145	4
278	37	0
278	132	6
278	6	2
278	34	0
278	60	1
278	51	4
278	426	3
278	69	5
278	32	1
278	55	5
278	380	3
278	704	2
23	12	2
23	108	2
23	377	5
23	383	2
23	552	7
23	570	5
23	706	2
23	726	5
23	807	5
23	843	5
23	875	5
23	433	5
23	362	5
23	634	0
23	801	3
23	483	2
23	1186	2
23	1042	7
23	36	7
23	337	7
23	159	7
23	1461	7
23	140	5
23	79	5
23	38	3
23	1347	2
23	1572	3
23	846	2
23	451	4
23	949	2
23	173	2
23	592	2
23	96	5
23	1760	2
23	3	3
23	380	5
23	237	5
23	703	5
23	931	7
23	255	3
23	979	2
477	13	5
477	88	2
477	26	5
477	60	2
477	144	0
477	57	6
477	45	4
477	42	0
477	122	0
477	76	2
477	51	4
477	46	2
477	47	4
477	65	2
477	72	4
477	69	2
477	78	2
477	33	1
477	52	0
477	31	2
477	102	0
477	39	4
477	55	2
477	58	0
477	37	2
477	145	0
477	86	0
477	64	5
477	8	0
477	74	0
477	34	1
477	6	0
477	21	3
477	125	3
392	14	5
392	631	5
392	656	3
392	728	3
392	62	5
392	1135	5
392	79	5
392	480	2
392	1179	5
392	1417	5
392	285	3
392	6	3
392	947	5
392	433	5
392	60	2
392	790	5
392	36	3
392	682	3
392	0	2
392	45	5
392	1377	5
392	1711	3
392	119	3
392	264	3
392	11	2
392	12	5
145	15	5
145	1288	5
145	1731	7
145	1742	2
35	16	4
35	127	2
35	134	5
35	249	1
35	131	2
35	122	2
35	195	3
35	32	5
35	33	4
35	100	3
35	42	2
35	293	5
35	628	0
35	330	3
35	282	2
35	130	5
35	26	3
35	93	3
35	21	3
35	955	5
35	0	4
35	157	5
35	47	3
35	871	2
35	60	3
35	55	3
35	677	1
292	17	3
292	375	4
292	567	4
292	617	4
292	688	6
292	701	7
292	753	2
292	706	5
292	454	4
292	350	3
292	1050	3
292	242	2
292	626	3
292	103	4
292	370	0
292	8	4
292	79	2
292	141	3
292	784	0
292	271	4
292	140	3
292	68	2
292	41	4
292	855	0
292	936	5
292	771	0
292	426	0
292	534	2
292	293	3
292	33	2
292	36	2
292	289	3
292	78	5
292	24	4
292	178	3
292	1599	1
292	1219	0
292	11	2
292	152	6
292	66	3
292	1150	0
292	735	5
292	655	3
292	1727	3
292	2	4
292	267	2
292	602	2
292	404	3
292	50	3
292	230	2
292	595	4
292	1839	5
292	1022	2
292	913	4
292	13	4
292	552	6
292	398	2
292	63	4
292	328	5
292	5	5
292	255	5
292	56	4
292	237	2
292	93	4
74	18	6
74	70	6
74	103	3
74	104	0
74	138	6
74	154	1
74	163	4
74	207	5
74	246	7
74	248	2
74	282	2
74	290	5
74	378	2
74	397	2
74	444	5
74	540	4
74	572	4
74	579	0
74	632	5
74	648	6
74	653	4
74	675	5
74	677	2
74	684	3
74	756	4
74	775	7
74	883	3
74	906	3
74	943	3
74	962	3
74	133	6
74	34	3
74	30	5
74	1044	6
74	144	2
74	247	7
74	1079	1
74	373	7
74	55	3
74	1087	4
74	921	5
74	1104	1
74	664	3
74	354	6
74	318	6
74	1144	0
74	1145	6
74	143	7
74	865	0
74	1136	4
74	1177	3
74	20	6
74	1187	4
74	1192	6
74	613	2
74	1116	3
74	1248	3
74	358	1
74	136	3
74	1278	7
74	74	4
74	916	4
74	1319	3
74	1327	1
74	790	1
74	1249	7
74	564	1
74	301	2
74	337	0
74	162	4
74	587	2
74	806	2
74	989	6
74	1444	4
74	488	7
74	1459	6
74	40	3
74	119	2
74	521	0
74	763	2
74	1010	4
74	1531	0
74	130	1
74	819	1
74	330	7
74	295	0
74	78	4
